ID,SwitchName,Port,Status,SystemName_Port,SystemWWN,AirRackName,AirRackPort
1,L1-DCX-126AJ-SW01_VS50,B01_00,ISL,L1-8000-126AQ-SW42_FC_00,20:00:00:05:33:2C:13:00,126AM_AIR/62AG_MDA,N_P01
2,L1-DCX-126AJ-SW01_VS50,B01_01,ISL,L1-8000-126AQ-SW42_FC_01,20:01:00:05:33:2C:13:00,126AM_AIR/62AG_MDA,N_P02
3,L1-DCX-126AJ-SW01_VS50,B01_02,ISL,L1-8000-126AQ-SW42_FC_02,20:02:00:05:33:2C:13:00,126AM_AIR/62AG_MDA,N_P03
4,L1-DCX-126AJ-SW01_VS50,B01_03,ISL,L1-8000-126AQ-SW42_FC_03,20:03:00:05:33:2C:13:00,126AM_AIR/62AG_MDA,N_P04
5,L1-DCX-126AJ-SW01_VS50,B01_04,Online,OLHN1_01_04,50:00:09:73:98:09:CC:04,126AZ_AIR/62 AJ_MDA,A_P01
6,L1-DCX-126AJ-SW01_VS50,B01_05,Online,OFFN1_02_04,50:00:09:73:A8:13:34:44,132AM_AIR/62AH_MDA,E_P05
7,L1-DCX-126AJ-SW01_VS50,B01_06,RITM0399526,ODCN1_01_07,50:00:09:73:A0:05:E8:07,126AE_AIR/62AG_MDA,C_P10
8,L1-DCX-126AJ-SW01_VS50,B01_07,RITM0399526,ODCN1_03_07,50:00:09:73:A0:05:E8:87,126AE_AIR/62AG_MDA,C_P11
9,L1-DCX-126AJ-SW01_VS50,B01_08,RITM0399526,OLHN1_01_06,50:00:09:73:98:09:CC:06,126AZ_AIR/62 AJ_MDA,B_P09
10,L1-DCX-126AJ-SW01_VS50,B01_09,RITM0399526,OLHN1_01_07,50:00:09:73:98:09:CC:07,126AZ_AIR/62 AJ_MDA,B_P10
11,L1-DCX-126AJ-SW01_VS50,B01_10,Online,OTKN1_05G_P0,50:00:09:72:08:36:A9:90,132AE_AIR/62AH_MDA,A_P02
12,L1-DCX-126AJ-SW01_VS50,B01_11,Online,OLCN1_01_04,50:00:09:73:98:02:84:04,132AZ_AIR/62 AI_MDA,A_P11
13,L1-DCX-126AJ-SW01_VS50,B01_12,Online,OLCN1_01_05,50:00:09:73:98:02:84:05,132AZ_AIR/62 AI_MDA,A_P12
14,L1-DCX-126AJ-SW01_VS50,B01_13,RITM0486577,OWAN1_04_05,50:00:09:73:B0:01:44:C5,132AZ_AIR/62 AI_MDA,F_P01
15,L1-DCX-126AJ-SW01_VS50,B01_14,RITM0491449,ODCN1_03_04,50:00:09:73:A0:05:E8:84,126AE_AIR/62AG_MDA,B_P05
16,L1-DCX-126AJ-SW01_VS50,B01_15,Online,OFGN1_02_05,50:00:09:73:A8:1A:24:45,132AE_AIR/62AH_MDA,A_P08
17,L1-DCX-126AJ-SW01_VS50,B01_16,Online,DQAF3053_S5_P0,10:00:00:90:FA:A9:87:50,146AE_AIR/62AH_MDA,I_P07
18,L1-DCX-126AJ-SW01_VS50,B01_17,Online,DQAF3053_S5_P1,10:00:00:90:FA:A9:87:51,146AE_AIR/62AH_MDA,I_P08
19,L1-DCX-126AJ-SW01_VS50,B01_18,RITM0399526,OLHN1_02_06,50:00:09:73:98:09:CC:46,126AZ_AIR/62 AJ_MDA,B_P11
20,L1-DCX-126AJ-SW01_VS50,B01_19,RITM0364698,DQAI055_S0_P1,21:00:00:24:FF:3E:93:BC,146AM_AIR/62AH_MDA,B_P05
21,L1-DCX-126AJ-SW01_VS50,B01_20,RITM0364698,DQAI055_S0_P2,21:00:00:24:FF:3E:93:BD,146AM_AIR/62AH_MDA,B_P06
22,L1-DCX-126AJ-SW01_VS50,B01_21,RITM0364698,DQAI055_S3_P1,21:00:00:24:FF:3E:93:7E,146AM_AIR/62AH_MDA,B_P07
23,L1-DCX-126AJ-SW01_VS50,B01_22,RITM0364698,DQAI055_S3_P2,21:00:00:24:FF:3E:93:7F,146AM_AIR/62AH_MDA,B_P08
24,L1-DCX-126AJ-SW01_VS50,B01_23,Online,DQAI121_S3_P0,10:00:00:90:FA:A0:2D:68,146AM_AIR/62AH_MDA,H_P06
25,L1-DCX-126AJ-SW01_VS50,B01_24,Online,DQAF3047_S2_P1,21:00:00:24:FF:3E:93:DC,146AM_AIR/62AH_MDA,G_P03
26,L1-DCX-126AJ-SW01_VS50,B01_25,Online,DQAJ092_S2_P1,57:CC:95:A0:00:20:94:67,142AM_AIR/62AH_MDA,A_P03
27,L1-DCX-126AJ-SW01_VS50,B01_26,Online,DQAI075_S1_P0,10:00:00:90:FA:07:A1:94,142AZ_AIR/62 AI_MDA,A_P03
28,L1-DCX-126AJ-SW01_VS50,B01_27,Online,DQAI075_S3_P0,10:00:00:90:FA:05:10:28,142AZ_AIR/62 AI_MDA,A_P07
29,L1-DCX-126AJ-SW01_VS50,B01_28,Online,DQAI097_S5_P0,10:00:00:90:FA:1C:DF:66,142AZ_AIR/62 AI_MDA,A_P11
30,L1-DCX-126AJ-SW01_VS50,B01_29,Online,DQAF0108_S1_P0,10:00:00:90:FA:53:F3:B0,146AE_AIR/62AH_MDA,A_P03
31,L1-DCX-126AJ-SW01_VS50,B01_30,Online,DQAF0108_S6_P0,10:00:00:90:FA:53:FD:30,146AE_AIR/62AH_MDA,A_P07
32,L1-DCX-126AJ-SW01_VS50,B01_31,Online,DQAH143_S4_P0,10:00:00:90:FA:53:F3:78,146AE_AIR/62AH_MDA,A_P11
33,L1-DCX-126AJ-SW01_VS50,B01_32,Online,DQAF3053_S1_P0,10:00:00:00:C9:BC:01:66,146AE_AIR/62AH_MDA,B_P03
34,L1-DCX-126AJ-SW01_VS50,B01_33,Online,DQAF3053_S3_P0,10:00:00:00:C9:D2:54:BA,146AE_AIR/62AH_MDA,B_P07
35,L1-DCX-126AJ-SW01_VS50,B01_34,Online,DQAI160_S2_P0,10:00:00:00:C9:F3:AC:AA,146AE_AIR/62AH_MDA,B_P11
36,L1-DCX-126AJ-SW01_VS50,B01_35,Online,DQAI160_S4_P0,10:00:00:00:C9:F3:AC:B6,146AE_AIR/62AH_MDA,C_P03
37,L1-DCX-126AJ-SW01_VS50,B01_36,RITM0312525,DQAF0108_S4_P0,10:00:00:90:fa:53:fb:bc,146AE_AIR/62AH_MDA,C_P05
38,L1-DCX-126AJ-SW01_VS50,B01_37,RITM0312525,DQAF0108_S4_P1,10:00:00:90:fa:53:fb:bd,146AE_AIR/62AH_MDA,C_P06
39,L1-DCX-126AJ-SW01_VS50,B01_38,Online,DQAI021_S4_P0,10:00:00:00:C9:A3:31:B6,146AM_AIR/62AH_MDA,A_P03
40,L1-DCX-126AJ-SW01_VS50,B01_39,Online,DQAF3047_S1_P1,21:00:00:24:FF:3E:93:7A,146AM_AIR/62AH_MDA,A_P07
41,L1-DCX-126AJ-SW01_VS50,B01_40,Online,DQAI135_S1_P1,50:01:43:80:09:AD:E1:C4,146AM_AIR/62AH_MDA,A_P11
42,L1-DCX-126AJ-SW01_VS50,B01_41,Online,OFGN1_01_04,50:00:09:73:A8:1A:24:04,132AE_AIR/62AH_MDA,A_P05
43,L1-DCX-126AJ-SW01_VS50,B01_42,RITM0315096,DQVM1100_S1_P0,10:00:00:00:C9:76:89:9F,146AE_AIR/62AH_MDA,C_P07
44,L1-DCX-126AJ-SW01_VS50,B01_43,RITM0315096,DQVM1100_S1_P1,10:00:00:00:C9:76:89:9E,146AE_AIR/62AH_MDA,C_P08
45,L1-DCX-126AJ-SW01_VS50,B01_44,RITM0315096,DQAF6102_S1_P0,10:00:00:10:9B:56:64:39,146AE_AIR/62AH_MDA,C_P09
46,L1-DCX-126AJ-SW01_VS50,B01_45,RITM0315096,DQAF6102_S1_P1,10:00:00:10:9B:56:64:38,146AE_AIR/62AH_MDA,C_P10
47,L1-DCX-126AJ-SW01_VS50,B01_46,RITM0315096,DQAF6103_S5_P0,10:00:00:00:C9:FC:1A:3C,146AE_AIR/62AH_MDA,C_P11
48,L1-DCX-126AJ-SW01_VS50,B01_47,RITM0315096,DQAF6103_S5_P1,10:00:00:00:C9:FC:1A:3D,146AE_AIR/62AH_MDA,C_P12
49,L1-DCX-126AJ-SW01_VS50,B02_00,ISL,L1-8000-126AQ-SW44_FC_00,20:00:00:05:1E:E0:65:00,126AM_AIR/62AG_MDA,H_P01
50,L1-DCX-126AJ-SW01_VS50,B02_01,ISL,L1-8000-126AQ-SW44_FC_01,20:01:00:05:1E:E0:65:00,126AM_AIR/62AG_MDA,H_P02
51,L1-DCX-126AJ-SW01_VS50,B02_02,ISL,L1-8000-126AQ-SW44_FC_02,20:02:00:05:1E:E0:65:00,126AM_AIR/62AG_MDA,H_P03
52,L1-DCX-126AJ-SW01_VS50,B02_03,ISL,L1-8000-126AQ-SW44_FC_03,20:03:00:05:1E:E0:65:00,126AM_AIR/62AG_MDA,H_P04
53,L1-DCX-126AJ-SW01_VS50,B02_04,Online, ,50:00:09:73:98:09:CC:05, , 
54,L1-DCX-126AJ-SW01_VS50,B02_05,Online, ,50:00:09:73:A8:13:34:05, , 
55,L1-DCX-126AJ-SW01_VS50,B02_06,Reserved, ,, , 
56,L1-DCX-126AJ-SW01_VS50,B02_07,Reserved, ,, , 
57,L1-DCX-126AJ-SW01_VS50,B02_08,Online,OLHN1_01_05,50:00:09:73:98:09:CC:05,126AZ_AIR/62 AJ_MDA,A_P02
58,L1-DCX-126AJ-SW01_VS50,B02_09,Online,OFFN1_01_05,50:00:09:73:A8:13:34:05,132AM_AIR/62AH_MDA,E_P06
59,L1-DCX-126AJ-SW01_VS50,B02_10,Online,OTKN1_06E_P0,50:00:09:72:08:36:A9:14,132AE_AIR/62AH_MDA,A_P03
60,L1-DCX-126AJ-SW01_VS50,B02_11,Online,DQAF0108_S5_P2,21:01:00:1B:32:AE:F1:CA,146AE_AIR/62AH_MDA,I_P10
61,L1-DCX-126AJ-SW01_VS50,B02_12,Online,DQAI097_S1_P0,10:00:00:90:FA:1C:DF:7C,142AZ_AIR/62 AI_MDA,D_P01
62,L1-DCX-126AJ-SW01_VS50,B02_13,Online,DQAI097_S1_P1,10:00:00:90:FA:1C:DF:7D,142AZ_AIR/62 AI_MDA,D_P02
63,L1-DCX-126AJ-SW01_VS50,B02_14,Online,DQAI097_S3_P0,10:00:00:90:FA:08:81:48,142AZ_AIR/62 AI_MDA,D_P03
64,L1-DCX-126AJ-SW01_VS50,B02_15,Online,DQAI097_S3_P1,10:00:00:90:FA:08:81:49,142AZ_AIR/62 AI_MDA,D_P04
65,L1-DCX-126AJ-SW01_VS50,B02_16,Online,OFBN1_01_04,50:00:09:73:A8:2B:40:04,132AM_AIR/62AH_MDA,A_P03
66,L1-DCX-126AJ-SW01_VS50,B02_17,Online,DQAF0108_S5_P1,21:00:00:1B:32:8E:F1:CA,146AE_AIR/62AH_MDA,I_P09
67,L1-DCX-126AJ-SW01_VS50,B02_18,RITM0369229,OFEN1_01_04,50:00:09:73:A8:13:0C:04,126AE_AIR/62AG_MDA,B_P07
68,L1-DCX-126AJ-SW01_VS50,B02_19,RITM0369229,OFEN1_01_05,50:00:09:73:A8:13:0C:05,126AE_AIR/62AG_MDA,B_P08
69,L1-DCX-126AJ-SW01_VS50,B02_20,RITM0369229,OFEN1_02_04,50:00:09:73:A8:13:0C:44,126AE_AIR/62AG_MDA,B_P09
70,L1-DCX-126AJ-SW01_VS50,B02_21,RITM0369229,OFEN1_02_05,50:00:09:73:A8:13:0C:45,126AE_AIR/62AG_MDA,B_P10
71,L1-DCX-126AJ-SW01_VS50,B02_22,Online,DQAF0140_S1_P0,10:00:00:90:FA:BC:72:28,142AZ_AIR/62 AI_MDA,B_P09
72,L1-DCX-126AJ-SW01_VS50,B02_23,Online,DQAI121_S3_P1,10:00:00:90:FA:A0:2D:69,146AM_AIR/62AH_MDA,H_P07
73,L1-DCX-126AJ-SW01_VS50,B02_24,Online,DQAF3047_S2_P2,21:00:00:24:FF:3E:93:DD,146AM_AIR/62AH_MDA,G_P04
74,L1-DCX-126AJ-SW01_VS50,B02_25,Online,DQAJ092_S2_P2,57:CC:95:A0:00:40:94:67,142AM_AIR/62AH_MDA,A_P04
75,L1-DCX-126AJ-SW01_VS50,B02_26,Online,DQAI075_S1_P1,10:00:00:90:FA:07:A1:95,142AZ_AIR/62 AI_MDA,A_P04
76,L1-DCX-126AJ-SW01_VS50,B02_27,Online,DQAI075_S3_P1,10:00:00:90:FA:05:10:29,142AZ_AIR/62 AI_MDA,A_P08
77,L1-DCX-126AJ-SW01_VS50,B02_28,Online,DQAI097_S5_P1,10:00:00:90:FA:1C:DF:67,142AZ_AIR/62 AI_MDA,A_P12
78,L1-DCX-126AJ-SW01_VS50,B02_29,Online,DQAF0108_S1_P1,10:00:00:90:FA:53:F3:B1,146AE_AIR/62AH_MDA,A_P04
79,L1-DCX-126AJ-SW01_VS50,B02_30,Online,DQAF0108_S6_P1,10:00:00:90:FA:53:FD:31,146AE_AIR/62AH_MDA,A_P08
80,L1-DCX-126AJ-SW01_VS50,B02_31,Online,DQAH143_S4_P1,10:00:00:90:FA:53:F3:79,146AE_AIR/62AH_MDA,A_P12
81,L1-DCX-126AJ-SW01_VS50,B02_32,Online,DQAF3053_S1_P1,10:00:00:00:C9:BC:01:67,146AE_AIR/62AH_MDA,B_P04
82,L1-DCX-126AJ-SW01_VS50,B02_33,Online,DQAF3053_S3_P1,10:00:00:00:C9:D2:54:BB,146AE_AIR/62AH_MDA,B_P08
83,L1-DCX-126AJ-SW01_VS50,B02_34,Online,DQAI160_S2_P1,10:00:00:00:C9:F3:AC:AB,146AE_AIR/62AH_MDA,B_P12
84,L1-DCX-126AJ-SW01_VS50,B02_35,Online,DQAI160_S4_P1,10:00:00:00:C9:F3:AC:B7,146AE_AIR/62AH_MDA,C_P04
85,L1-DCX-126AJ-SW01_VS50,B02_36,RITM0315096,DQAF2103_S2_P0,10:00:00:00:C9:A3:14:4C,142AZ_AIR/62 AI_MDA,D_P05
86,L1-DCX-126AJ-SW01_VS50,B02_37,RITM0315096,DQAF2103_S2_P1,10:00:00:00:C9:A3:14:4D,142AZ_AIR/62 AI_MDA,D_P06
87,L1-DCX-126AJ-SW01_VS50,B02_38,Online,DQAI021_S4_P1,10:00:00:00:C9:A3:31:B7,146AM_AIR/62AH_MDA,A_P04
88,L1-DCX-126AJ-SW01_VS50,B02_39,Online,DQAF3047_S1_P2,21:00:00:24:FF:3E:93:7B,146AM_AIR/62AH_MDA,A_P08
89,L1-DCX-126AJ-SW01_VS50,B02_40,Online,DQAI135_S1_P2,50:01:43:80:09:AD:E1:C6,146AM_AIR/62AH_MDA,A_P12
90,L1-DCX-126AJ-SW01_VS50,B02_41,Online,OFGN1_01_05,50:00:09:73:A8:1A:24:05,132AE_AIR/62AH_MDA,A_P06
91,L1-DCX-126AJ-SW01_VS50,B02_42,Online,DQAI080_S1_P0,10:00:00:90:FA:08:81:E3,142AZ_AIR/62 AI_MDA,B_P01
92,L1-DCX-126AJ-SW01_VS50,B02_43,Online,DQAI080_S1_P1,10:00:00:90:FA:08:81:E2,142AZ_AIR/62 AI_MDA,B_P02
93,L1-DCX-126AJ-SW01_VS50,B02_44,Online,DQAI080_S2_P0,10:00:00:90:FA:08:80:49,142AZ_AIR/62 AI_MDA,B_P03
94,L1-DCX-126AJ-SW01_VS50,B02_45,Online,DQAI080_S2_P1,10:00:00:90:FA:08:80:48,142AZ_AIR/62 AI_MDA,B_P04
95,L1-DCX-126AJ-SW01_VS50,B02_46,Online,OFBN1_01_06,50:00:09:73:A8:2B:40:06,132AM_AIR/62AH_MDA,A_P04
96,L1-DCX-126AJ-SW01_VS50,B02_47,Online,OFBN1_01_07,50:00:09:73:A8:2B:40:07,132AM_AIR/62AH_MDA,A_P05
97,L1-DCX-126AJ-SW01_VS50,B03_00,ISL,L1-8000-126AQ-SW43_FC_00,20:00:00:05:1E:D8:EA:80,126AM_AIR/62AG_MDA,K_P01
98,L1-DCX-126AJ-SW01_VS50,B03_01,ISL,L1-8000-126AQ-SW43_FC_01,20:01:00:05:1E:D8:EA:80,126AM_AIR/62AG_MDA,K_P02
99,L1-DCX-126AJ-SW01_VS50,B03_02,ISL,L1-8000-126AQ-SW43_FC_02,20:02:00:05:1E:D8:EA:80,126AM_AIR/62AG_MDA,K_P03
100,L1-DCX-126AJ-SW01_VS50,B03_03,ISL,L1-8000-126AQ-SW43_FC_03,20:03:00:05:1E:D8:EA:80,126AM_AIR/62AG_MDA,K_P04
101,L1-DCX-126AJ-SW01_VS50,B03_04,Online,OWAN1_01_04,50:00:09:73:B0:01:44:04,132AZ_AIR/62 AI_MDA,A_P07
102,L1-DCX-126AJ-SW01_VS50,B03_05,Online,OLHN1_02_04,50:00:09:73:98:09:CC:44,126AZ_AIR/62 AJ_MDA,A_P03
103,L1-DCX-126AJ-SW01_VS50,B03_06,Online,OFFN1_01_28,50:00:09:73:A8:13:34:1C,132AM_AIR/62AH_MDA,E_P07
104,L1-DCX-126AJ-SW01_VS50,B03_07,Reserved, ,, , 
105,L1-DCX-126AJ-SW01_VS50,B03_08,Reserved, ,, , 
106,L1-DCX-126AJ-SW01_VS50,B03_09,Reserved, ,, , 
107,L1-DCX-126AJ-SW01_VS50,B03_10,RITM0416548,ODCN1_04_04,50:00:09:73:A0:05:E8:C4,126AE_AIR/62AG_MDA,C_P12
108,L1-DCX-126AJ-SW01_VS50,B03_11,Online,OTKN1_06G_P0,50:00:09:72:08:36:A9:94,132AE_AIR/62AH_MDA,A_P04
109,L1-DCX-126AJ-SW01_VS50,B03_12,Online,DQAF6159_S4_P0,10:00:00:90:FA:A9:87:48,146AE_AIR/62AH_MDA,I_P11
110,L1-DCX-126AJ-SW01_VS50,B03_13,Online,DQAF6159_S4_P1,10:00:00:90:FA:A9:87:49,146AE_AIR/62AH_MDA,I_P12
111,L1-DCX-126AJ-SW01_VS50,B03_14,Online,OFBN1_01_28,50:00:09:73:A8:02:88:1C,132AM_AIR/62AH_MDA,A_P06
112,L1-DCX-126AJ-SW01_VS50,B03_15,Online,OFBN1_01_29,50:00:09:73:A8:2B:40:1D,132AM_AIR/62AH_MDA,A_P07
113,L1-DCX-126AJ-SW01_VS50,B03_16,Online,OFBN1_01_31,50:00:09:73:A8:2B:40:1F,132AM_AIR/62AH_MDA,A_P08
114,L1-DCX-126AJ-SW01_VS50,B03_17,Online,OFBN1_02_04,50:00:09:73:A8:2B:40:44,132AM_AIR/62AH_MDA,A_P09
115,L1-DCX-126AJ-SW01_VS50,B03_18,Online,OFBN1_02_05,50:00:09:73:A8:2B:40:45,132AM_AIR/62AH_MDA,A_P10
116,L1-DCX-126AJ-SW01_VS50,B03_19,RITM0369229,OFEN1_03_04,50:00:09:73:A8:13:0C:84,126AE_AIR/62AG_MDA,B_P11
117,L1-DCX-126AJ-SW01_VS50,B03_20,RITM0369229,OFEN1_03_05,50:00:09:73:A8:13:0C:85,126AE_AIR/62AG_MDA,B_P12
118,L1-DCX-126AJ-SW01_VS50,B03_21,RITM0369229,OFEN1_04_04,50:00:09:73:A8:13:0C:C4,126AE_AIR/62AG_MDA,C_P01
119,L1-DCX-126AJ-SW01_VS50,B03_22,RITM0369229,OFEN1_04_05,50:00:09:73:A8:13:0C:C5,126AE_AIR/62AG_MDA,C_P02
120,L1-DCX-126AJ-SW01_VS50,B03_23,Online,DQAI121_S2_P0,10:00:00:90:FA:02:ED:96,146AM_AIR/62AH_MDA,H_P05
121,L1-DCX-126AJ-SW01_VS50,B03_24,Online,DQAI121_S4_P0,10:00:00:90:FA:A0:2D:B4,146AM_AIR/62AH_MDA,H_P08
122,L1-DCX-126AJ-SW01_VS50,B03_25,Online,DQAJ092_S1_P1,57:CC:95:A0:00:60:94:67,142AM_AIR/62AH_MDA,A_P01
123,L1-DCX-126AJ-SW01_VS50,B03_26,Online,OFBN1_02_28,50:00:09:73:A8:02:88:5C,132AM_AIR/62AH_MDA,A_P11
124,L1-DCX-126AJ-SW01_VS50,B03_27,Online,DQAI075_S2_P0,10:00:00:90:FA:07:0B:12,142AZ_AIR/62 AI_MDA,A_P05
125,L1-DCX-126AJ-SW01_VS50,B03_28,Online,DQAI097_S2_P0,10:00:00:90:FA:08:81:18,142AZ_AIR/62 AI_MDA,A_P09
126,L1-DCX-126AJ-SW01_VS50,B03_29,Online,OFBN1_02_30,50:00:09:73:A8:2B:40:5E,132AM_AIR/62AH_MDA,A_P12
127,L1-DCX-126AJ-SW01_VS50,B03_30,Online,DQAF0108_S3_P0,10:00:00:90:FA:53:47:40,146AE_AIR/62AH_MDA,A_P05
128,L1-DCX-126AJ-SW01_VS50,B03_31,Online,DQAH143_S1_P0,10:00:00:90:FA:53:47:9C,146AE_AIR/62AH_MDA,A_P09
129,L1-DCX-126AJ-SW01_VS50,B03_32,Online,DQAH143_S5_P0,10:00:00:90:FA:53:F5:94,146AE_AIR/62AH_MDA,B_P01
130,L1-DCX-126AJ-SW01_VS50,B03_33,Online,DQAF3053_S2_P0,10:00:00:00:C9:DB:76:E8,146AE_AIR/62AH_MDA,B_P05
131,L1-DCX-126AJ-SW01_VS50,B03_34,Online,DQAI160_S1_P0,10:00:00:00:C9:F3:B0:36,146AE_AIR/62AH_MDA,B_P09
132,L1-DCX-126AJ-SW01_VS50,B03_35,Online,DQAI160_S3_P0,10:00:00:00:C9:A6:B6:B8,146AE_AIR/62AH_MDA,C_P01
133,L1-DCX-126AJ-SW01_VS50,B03_36,Online,OFBN1_02_31,50:00:09:73:A8:2B:40:5F,132AM_AIR/62AH_MDA,B_P01
134,L1-DCX-126AJ-SW01_VS50,B03_37,Online,OFBN1_03_04,50:00:09:73:A8:2B:40:84,132AM_AIR/62AH_MDA,B_P02
135,L1-DCX-126AJ-SW01_VS50,B03_38,Open, ,, , 
136,L1-DCX-126AJ-SW01_VS50,B03_39,Online,DQAI021_S1_P1,10:00:00:00:C9:F1:CD:8D,146AM_AIR/62AH_MDA,A_P05
137,L1-DCX-126AJ-SW01_VS50,B03_40,Open, ,, , 
138,L1-DCX-126AJ-SW01_VS50,B03_41,Online,DQAI080_S3_P0,,142AZ_AIR/62 AI_MDA,B_P05
139,L1-DCX-126AJ-SW01_VS50,B03_42,Online,DQAI080_S3_P1,10:00:00:90:FA:10:BD:92,142AZ_AIR/62 AI_MDA,B_P06
140,L1-DCX-126AJ-SW01_VS50,B03_43,Online,DQAI080_S5_P0,10:00:00:90:FA:10:BC:93,142AZ_AIR/62 AI_MDA,B_P07
141,L1-DCX-126AJ-SW01_VS50,B03_44,Online,DQAI080_S5_P1,10:00:00:90:FA:10:BC:92,142AZ_AIR/62 AI_MDA,B_P08
142,L1-DCX-126AJ-SW01_VS50,B03_45,Online,DQAF6157_S1_P0,10:00:00:90:FA:A9:87:20,146AE_AIR/62AH_MDA,D_P09
143,L1-DCX-126AJ-SW01_VS50,B03_46,Online,OLHN1_02_05,50:00:09:73:98:09:CC:45,126AZ_AIR/62 AJ_MDA,A_P04
144,L1-DCX-126AJ-SW01_VS50,B03_47,Online,OFBN1_03_05,50:00:09:73:A8:2B:40:85,132AM_AIR/62AH_MDA,B_P03
145,L1-DCX-126AJ-SW01_VS50,B04_00,ISL,L1-8000-126AQ-SW45_FC_00,,126AE_AIR/62AG_MDA,F_P01
146,L1-DCX-126AJ-SW01_VS50,B04_01,ISL,L1-8000-126AQ-SW45_FC_01,,126AE_AIR/62AG_MDA,F_P02
147,L1-DCX-126AJ-SW01_VS50,B04_02,ISL,L1-8000-126AQ-SW45_FC_02,,126AE_AIR/62AG_MDA,F_P03
148,L1-DCX-126AJ-SW01_VS50,B04_03,ISL,L1-8000-126AQ-SW45_FC_03,,126AE_AIR/62AG_MDA,F_P04
149,L1-DCX-126AJ-SW01_VS50,B04_04,Open, ,, , 
150,L1-DCX-126AJ-SW01_VS50,B04_05,Open, ,, , 
151,L1-DCX-126AJ-SW01_VS50,B04_06,Online,OFFN1_01_29,50:00:09:73:A8:13:34:1D,132AM_AIR/62AH_MDA,E_P08
152,L1-DCX-126AJ-SW01_VS50,B04_07,RITM0399526,OLHN1_02_07,50:00:09:73:98:09:CC:47,126AZ_AIR/62 AJ_MDA,B_P12
153,L1-DCX-126AJ-SW01_VS50,B04_08,RITM0399526,OKDN1_03G_P0,50:00:09:73:10:02:B5:88,126AZ_AIR/62 AJ_MDA,C_P11
154,L1-DCX-126AJ-SW01_VS50,B04_09,RITM0399526,OKDN1_04G_P0,50:00:09:73:10:02:B5:8C,126AZ_AIR/62 AJ_MDA,C_P12
155,L1-DCX-126AJ-SW01_VS50,B04_10,Online,OTKN1_05E_P0,50:00:09:72:08:36:A9:10,132AE_AIR/62AH_MDA,A_P01
156,L1-DCX-126AJ-SW01_VS50,B04_11,Online,OFBN1_03_07,50:00:09:73:A8:2B:40:87,132AM_AIR/62AH_MDA,B_P04
157,L1-DCX-126AJ-SW01_VS50,B04_12,Online,OFBN1_03_28,50:00:09:73:A8:02:88:9C,132AM_AIR/62AH_MDA,B_P05
158,L1-DCX-126AJ-SW01_VS50,B04_13,Online,OFBN1_03_29,50:00:09:73:A8:2B:40:9D,132AM_AIR/62AH_MDA,B_P06
159,L1-DCX-126AJ-SW01_VS50,B04_14,Online,OFBN1_03_31,50:00:09:73:A8:2B:40:9F,132AM_AIR/62AH_MDA,B_P07
160,L1-DCX-126AJ-SW01_VS50,B04_15,Online,OFBN1_04_04,50:00:09:73:A8:2B:40:C4,132AM_AIR/62AH_MDA,B_P08
161,L1-DCX-126AJ-SW01_VS50,B04_16,Online,OFBN1_04_06,50:00:09:73:A8:2B:40:C6,132AM_AIR/62AH_MDA,B_P09
162,L1-DCX-126AJ-SW01_VS50,B04_17,Online,OFBN1_04_28,50:00:09:73:A8:02:88:DC,132AM_AIR/62AH_MDA,B_P10
163,L1-DCX-126AJ-SW01_VS50,B04_18,Online,OFBN1_04_30,50:00:09:73:A8:2B:40:DE,132AM_AIR/62AH_MDA,B_P11
164,L1-DCX-126AJ-SW01_VS50,B04_19,RITM0371843,DQAI121_S1_P0,10:00:00:90:FA:A0:2D:44,146AM_AIR/62AH_MDA,D_P09
165,L1-DCX-126AJ-SW01_VS50,B04_20,RITM0371843,DQAI121_S1_P1,10:00:00:90:FA:A0:2D:45,146AM_AIR/62AH_MDA,D_P10
166,L1-DCX-126AJ-SW01_VS50,B04_21,RITM0376251,DQAF1209_S3_P0,10:00:00:00:C9:93:56:60,146AE_AIR/62AH_MDA,J_P05
167,L1-DCX-126AJ-SW01_VS50,B04_22,RITM0376251,DQAF1209_S3_P1,10:00:00:00:C9:93:56:61,146AE_AIR/62AH_MDA,J_P06
168,L1-DCX-126AJ-SW01_VS50,B04_23,Online,DQAI121_S2_P1,10:00:00:90:FA:02:ED:97,146AM_AIR/62AH_MDA,H_P10
169,L1-DCX-126AJ-SW01_VS50,B04_24,Online,DQAI121_S4_P1,10:00:00:90:FA:A0:2D:B5,146AM_AIR/62AH_MDA,H_P09
170,L1-DCX-126AJ-SW01_VS50,B04_25,Online,DQAJ092_S1_P2,57:CC:95:A0:00:80:94:67,142AM_AIR/62AH_MDA,A_P02
171,L1-DCX-126AJ-SW01_VS50,B04_26,Open, ,, , 
172,L1-DCX-126AJ-SW01_VS50,B04_27,Online,DQAI075_S2_P1,10:00:00:90:FA:07:0B:13,142AZ_AIR/62 AI_MDA,A_P06
173,L1-DCX-126AJ-SW01_VS50,B04_28,Online,DQAI097_S2_P1,10:00:00:90:FA:08:81:19,142AZ_AIR/62 AI_MDA,A_P10
174,L1-DCX-126AJ-SW01_VS50,B04_29,Online,DQAH143_S2_P0,10:00:00:90:FA:53:F3:9C,146AE_AIR/62AH_MDA,I_P03
175,L1-DCX-126AJ-SW01_VS50,B04_30,Online,DQAF0108_S3_P1,10:00:00:90:FA:53:47:41,146AE_AIR/62AH_MDA,A_P06
